data,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,districtedescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,:id,districtecodi
2020-07-14T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,SANTS-MONTJUÏC,1.0,Dona,Positiu per Test Ràpid,15,row-fyfh~gr6r~eb3w,3.0
2020-12-14T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,SARRIÀ-SANT GERVASI,0.0,Home,PCR probable,1,row-exu6-a9yw-ni9u,5.0
2020-07-17T00:00:00.000,11.0,BAIX LLOBREGAT,8089.0,GAVÀ,No classificat,0.0,Home,Positiu per Test Ràpid,5,row-3wdc~vvsh.umyx,
2020-07-15T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,CIUTAT VELLA,0.0,Home,Positiu per Test Ràpid,4,row-y6a8~5ack-59xv,1.0
2020-06-06T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,NOU BARRIS,0.0,Home,Positiu per ELISA,3,row-938r-265t-72he,8.0
2020-10-27T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,No classificat,1.0,Dona,Positiu per ELISA,1,row-bb36~w26i-zkze,
2020-12-15T00:00:00.000,6.0,ANOIA,8302.0,VILANOVA DEL CAMÍ,No classificat,1.0,Dona,Positiu per Test Ràpid,8,row-z7ub.ehh3-2hs9,
2020-12-12T00:00:00.000,24.0,OSONA,8298.0,VIC,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-ncu8~ixe3_yxgn,
2020-04-15T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,SANT MARTÍ,1.0,Dona,Positiu per Test Ràpid,3,row-wpaf-kr9v~i7mi,10.0
2020-07-30T00:00:00.000,40.0,VALLES OCCIDENTAL,8238.0,SANT QUIRZE DEL VALLÈS,No classificat,1.0,Dona,Epidemiològic,1,row-iwwj-arp6.f4ev,
2020-12-18T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,LES CORTS,1.0,Dona,Positiu per ELISA,1,row-c37t~cha9~5dqr,4.0
2021-01-23T00:00:00.000,6.0,ANOIA,8250.0,SANTA MARGARIDA DE MONTBUI,No classificat,0.0,Home,Positiu per ELISA,1,row-jazz.39tq~2g7p,
2020-09-06T00:00:00.000,13.0,BARCELONES,8015.0,BADALONA,No classificat,0.0,Home,Positiu per ELISA,1,row-vysx~pgzb_swfw,
2020-04-23T00:00:00.000,10.0,BAIX EMPORDA,17199.0,TORROELLA DE MONTGRÍ,No classificat,0.0,Home,Positiu per Test Ràpid,2,row-r2c6-ifm5-pukz,
2020-03-17T00:00:00.000,40.0,VALLES OCCIDENTAL,8205.0,SANT CUGAT DEL VALLÈS,No classificat,1.0,Dona,Positiu per ELISA,1,row-8s7d~rx2z~bida,
2020-11-23T00:00:00.000,21.0,MARESME,8197.0,SANT ANDREU DE LLAVANERES,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-szri_qfvi.ntx8,
2020-08-26T00:00:00.000,40.0,VALLES OCCIDENTAL,8051.0,CASTELLAR DEL VALLÈS,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-93ym~bdvt-g9jd,
2020-06-02T00:00:00.000,33.0,SEGRIA,25033.0,ARTESA DE LLEIDA,No classificat,0.0,Home,PCR probable,1,row-kjnp_hdbb~4p3r,
2020-06-02T00:00:00.000,11.0,BAIX LLOBREGAT,8077.0,ESPLUGUES DE LLOBREGAT,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-mzmr~3w72-ekxw,
2020-04-09T00:00:00.000,40.0,VALLES OCCIDENTAL,8238.0,SANT QUIRZE DEL VALLÈS,No classificat,1.0,Dona,Positiu per ELISA,1,row-gqzn-ank4-4ih7,
2020-07-06T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,EIXAMPLE,1.0,Dona,Positiu per Test Ràpid,15,row-g86n_2imk~e5f7,2.0
2021-01-22T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,No classificat,1.0,Dona,Positiu per ELISA,1,row-pp32~wzxg-maay,
2021-02-06T00:00:00.000,11.0,BAIX LLOBREGAT,8056.0,CASTELLDEFELS,No classificat,1.0,Dona,PCR probable,1,row-cxyx_4u9c.k63y,
2021-02-05T00:00:00.000,11.0,BAIX LLOBREGAT,8169.0,EL PRAT DE LLOBREGAT,No classificat,1.0,Dona,PCR probable,2,row-aiti_fk4f~sssd,
2020-12-25T00:00:00.000,21.0,MARESME,8121.0,MATARÓ,No classificat,1.0,Dona,Positiu per ELISA,1,row-kha4~ccbq-p2g4,
2020-09-29T00:00:00.000,21.0,MARESME,8121.0,MATARÓ,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-aqnu.8z3u_qr6i,
2020-07-02T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,SARRIÀ-SANT GERVASI,0.0,Home,Positiu per Test Ràpid,6,row-b2cf~pq8h_6c7m,5.0
2020-11-23T00:00:00.000,11.0,BAIX LLOBREGAT,8077.0,ESPLUGUES DE LLOBREGAT,No classificat,1.0,Dona,PCR probable,1,row-rjz6_sevg~9wcv,
