data,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,districtecodi,districtedescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,:id
2020-07-29T00:00:00.000,41.0,VALLES ORIENTAL,8136.0,MONTORNÈS DEL VALLÈS,,No classificat,0.0,Home,Positiu per Test Ràpid,6,row-qfui_ta57.5jb3
2020-07-29T00:00:00.000,11.0,BAIX LLOBREGAT,8301.0,VILADECANS,,No classificat,1.0,Dona,PCR probable,4,row-cia5-5jfd~bw4u
2020-07-29T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,1.0,CIUTAT VELLA,0.0,Home,Positiu per ELISA,1,row-syh2-6p7q.h4wa
2020-07-30T00:00:00.000,24.0,OSONA,8298.0,VIC,,No classificat,1.0,Dona,Positiu per Test Ràpid,4,row-azzu.bdd7~arcv
2021-03-25T00:00:00.000,40.0,VALLES OCCIDENTAL,8051.0,CASTELLAR DEL VALLÈS,,No classificat,0.0,Home,Positiu PCR,1,row-a9dy.6dwd.qdid
2021-03-26T00:00:00.000,6.0,ANOIA,8102.0,IGUALADA,,No classificat,1.0,Dona,Positiu TAR,4,row-6nwc.vwen_nhva
2020-07-23T00:00:00.000,11.0,BAIX LLOBREGAT,8114.0,MARTORELL,,No classificat,1.0,Dona,PCR probable,1,row-88zi.4xiq-s8cs
2020-07-23T00:00:00.000,6.0,ANOIA,8302.0,VILANOVA DEL CAMÍ,,No classificat,0.0,Home,Positiu per Test Ràpid,2,row-7sy2~mia7_8399
2020-07-15T00:00:00.000,28.0,PLA DE L'ESTANY,17137.0,PORQUERES,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-mvnp_x82j.8bjw
2020-07-15T00:00:00.000,11.0,BAIX LLOBREGAT,8169.0,EL PRAT DE LLOBREGAT,,No classificat,0.0,Home,Positiu per Test Ràpid,5,row-mfvn.cu7d~yjas
2020-07-15T00:00:00.000,13.0,BARCELONES,8245.0,SANTA COLOMA DE GRAMENET,,No classificat,1.0,Dona,Positiu per Test Ràpid,6,row-zwen.9muh.mcb2
2020-07-15T00:00:00.000,40.0,VALLES OCCIDENTAL,8180.0,RIPOLLET,,No classificat,1.0,Dona,Positiu per Test Ràpid,7,row-rpys~pb9e~vpk8
2020-08-18T00:00:00.000,32.0,SEGARRA,25110.0,GUISSONA,,No classificat,1.0,Dona,Positiu per Test Ràpid,5,row-ye5e.5apd_skam
2020-08-24T00:00:00.000,20.0,GIRONES,17079.0,GIRONA,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-gg9q_ncir~s4pt
2020-10-06T00:00:00.000,13.0,BARCELONES,8015.0,BADALONA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-axj3.2i4a~n7pk
2020-07-06T00:00:00.000,,,,No classificat,,No classificat,,No classificat,Epidemiològic,2,row-8ffx_74aw-xjxi
2020-08-21T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,0.0,Home,Positiu per ELISA,1,row-yiyv.xmu8.zefx
2020-04-09T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,0.0,Home,Epidemiològic,1,row-q8q4-hgui-469f
2020-03-31T00:00:00.000,7.0,BAGES,8140.0,NAVARCLES,,No classificat,0.0,Home,Epidemiològic,1,row-vzk6.pbjb_ezvr
2020-04-08T00:00:00.000,40.0,VALLES OCCIDENTAL,8205.0,SANT CUGAT DEL VALLÈS,,No classificat,0.0,Home,Positiu per ELISA,1,row-f4py_arpp-8zix
2020-04-07T00:00:00.000,7.0,BAGES,8113.0,MANRESA,,No classificat,1.0,Dona,Epidemiològic,1,row-d8ar.9y8k~xg26
2020-12-24T00:00:00.000,24.0,OSONA,8298.0,VIC,,No classificat,1.0,Dona,Positiu per Test Ràpid,10,row-bgwt.fzik-7y5f
2020-07-27T00:00:00.000,41.0,VALLES ORIENTAL,8108.0,LLIÇÀ DE VALL,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-4utz-xqpm_5qrr
2020-07-25T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,8.0,NOU BARRIS,0.0,Home,Positiu per ELISA,1,row-h9t8~bats_zce3
2020-11-19T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,9.0,SANT ANDREU,1.0,Dona,PCR probable,1,row-g58g-6jvq_tgwz
2020-08-19T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,1.0,CIUTAT VELLA,0.0,Home,Positiu per ELISA,1,row-6rrs-ssrf_mckg
2020-06-12T00:00:00.000,10.0,BAIX EMPORDA,17117.0,PALAFRUGELL,,No classificat,0.0,Home,PCR probable,1,row-4w3h-t4cz-r4rv
2020-06-11T00:00:00.000,23.0,NOGUERA,25156.0,OS DE BALAGUER,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-wyzu~2taj.uhib
2020-10-30T00:00:00.000,14.0,BERGUEDA,8022.0,BERGA,,No classificat,1.0,Dona,PCR probable,1,row-sptp.hcsi_s5yf
2021-02-11T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,2.0,EIXAMPLE,1.0,Dona,Positiu per ELISA,3,row-zjpw_erdn_rnyi
2020-07-17T00:00:00.000,11.0,BAIX LLOBREGAT,8301.0,VILADECANS,,No classificat,0.0,Home,Positiu per Test Ràpid,4,row-mejs.v9ai-mvbq
2020-04-30T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,7.0,HORTA-GUINARDÓ,1.0,Dona,Positiu per ELISA,2,row-t483.3rbi-cvtp
2020-07-17T00:00:00.000,3.0,ALT PENEDES,8240.0,SANT SADURNÍ D'ANOIA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-mcz2~ddda~28ir
2020-07-01T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,6,row-hi4z-hdu9.ibuh
2020-10-24T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,2.0,EIXAMPLE,1.0,Dona,PCR probable,1,row-xfst-pm2y~ezex
2020-05-29T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-8fx3.wdvm.qzwc
2020-04-22T00:00:00.000,17.0,GARRAF,8148.0,OLIVELLA,,No classificat,1.0,Dona,Epidemiològic,1,row-4ra3-uxc6_myp9
2020-10-29T00:00:00.000,16.0,CONCA DE BARBERA,43139.0,SANTA COLOMA DE QUERALT,,No classificat,1.0,Dona,Positiu per Test Ràpid,7,row-uyyd~w2ut.c86s
2020-03-15T00:00:00.000,41.0,VALLES ORIENTAL,8209.0,SANT FOST DE CAMPSENTELLES,,No classificat,0.0,Home,Positiu per ELISA,1,row-f6jd_hmc3~c648
2021-01-29T00:00:00.000,2.0,ALT EMPORDA,17152.0,ROSES,,No classificat,0.0,Home,PCR probable,1,row-223s.89zy-fbwt
2020-09-19T00:00:00.000,13.0,BARCELONES,8015.0,BADALONA,,No classificat,1.0,Dona,PCR probable,3,row-sphu-vfa3~5zms
2020-07-14T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,1.0,Dona,Positiu per Test Ràpid,15,row-fyfh~gr6r~eb3w
2020-12-14T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,5.0,SARRIÀ-SANT GERVASI,0.0,Home,PCR probable,1,row-exu6-a9yw-ni9u
2020-07-17T00:00:00.000,11.0,BAIX LLOBREGAT,8089.0,GAVÀ,,No classificat,0.0,Home,Positiu per Test Ràpid,5,row-3wdc~vvsh.umyx
2020-07-15T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,1.0,CIUTAT VELLA,0.0,Home,Positiu per Test Ràpid,4,row-y6a8~5ack-59xv
2020-06-06T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,8.0,NOU BARRIS,0.0,Home,Positiu per ELISA,3,row-938r-265t-72he
2020-10-27T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,1.0,Dona,Positiu per ELISA,1,row-bb36~w26i-zkze
2020-12-15T00:00:00.000,6.0,ANOIA,8302.0,VILANOVA DEL CAMÍ,,No classificat,1.0,Dona,Positiu per Test Ràpid,8,row-z7ub.ehh3-2hs9
2020-12-12T00:00:00.000,24.0,OSONA,8298.0,VIC,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-ncu8~ixe3_yxgn
2020-04-15T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,1.0,Dona,Positiu per Test Ràpid,3,row-wpaf-kr9v~i7mi
2020-07-30T00:00:00.000,40.0,VALLES OCCIDENTAL,8238.0,SANT QUIRZE DEL VALLÈS,,No classificat,1.0,Dona,Epidemiològic,1,row-iwwj-arp6.f4ev
2020-12-18T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,4.0,LES CORTS,1.0,Dona,Positiu per ELISA,1,row-c37t~cha9~5dqr
2021-01-23T00:00:00.000,6.0,ANOIA,8250.0,SANTA MARGARIDA DE MONTBUI,,No classificat,0.0,Home,Positiu per ELISA,1,row-jazz.39tq~2g7p
2020-09-06T00:00:00.000,13.0,BARCELONES,8015.0,BADALONA,,No classificat,0.0,Home,Positiu per ELISA,1,row-vysx~pgzb_swfw
2020-04-23T00:00:00.000,10.0,BAIX EMPORDA,17199.0,TORROELLA DE MONTGRÍ,,No classificat,0.0,Home,Positiu per Test Ràpid,2,row-r2c6-ifm5-pukz
2020-03-17T00:00:00.000,40.0,VALLES OCCIDENTAL,8205.0,SANT CUGAT DEL VALLÈS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-8s7d~rx2z~bida
2020-11-23T00:00:00.000,21.0,MARESME,8197.0,SANT ANDREU DE LLAVANERES,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-szri_qfvi.ntx8
2020-08-26T00:00:00.000,40.0,VALLES OCCIDENTAL,8051.0,CASTELLAR DEL VALLÈS,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-93ym~bdvt-g9jd
2020-06-02T00:00:00.000,33.0,SEGRIA,25033.0,ARTESA DE LLEIDA,,No classificat,0.0,Home,PCR probable,1,row-kjnp_hdbb~4p3r
2020-06-02T00:00:00.000,11.0,BAIX LLOBREGAT,8077.0,ESPLUGUES DE LLOBREGAT,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-mzmr~3w72-ekxw
2020-04-09T00:00:00.000,40.0,VALLES OCCIDENTAL,8238.0,SANT QUIRZE DEL VALLÈS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-gqzn-ank4-4ih7
2020-07-06T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,2.0,EIXAMPLE,1.0,Dona,Positiu per Test Ràpid,15,row-g86n_2imk~e5f7
2021-01-22T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,1,row-pp32~wzxg-maay
2021-02-06T00:00:00.000,11.0,BAIX LLOBREGAT,8056.0,CASTELLDEFELS,,No classificat,1.0,Dona,PCR probable,1,row-cxyx_4u9c.k63y
2021-02-05T00:00:00.000,11.0,BAIX LLOBREGAT,8169.0,EL PRAT DE LLOBREGAT,,No classificat,1.0,Dona,PCR probable,2,row-aiti_fk4f~sssd
2020-12-25T00:00:00.000,21.0,MARESME,8121.0,MATARÓ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-kha4~ccbq-p2g4
2020-09-29T00:00:00.000,21.0,MARESME,8121.0,MATARÓ,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-aqnu.8z3u_qr6i
2020-07-02T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,5.0,SARRIÀ-SANT GERVASI,0.0,Home,Positiu per Test Ràpid,6,row-b2cf~pq8h_6c7m
2020-11-23T00:00:00.000,11.0,BAIX LLOBREGAT,8077.0,ESPLUGUES DE LLOBREGAT,,No classificat,1.0,Dona,PCR probable,1,row-rjz6_sevg~9wcv
2020-12-17T00:00:00.000,17.0,GARRAF,8270.0,SITGES,,No classificat,0.0,Home,Positiu per ELISA,2,row-b8nx-n7k4-5639
2021-02-15T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,9.0,SANT ANDREU,1.0,Dona,Positiu per Test Ràpid,3,row-bp4t~gvgn_uzsp
2020-05-15T00:00:00.000,11.0,BAIX LLOBREGAT,8089.0,GAVÀ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-knkn.ih6q~h649
2020-06-13T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,7.0,HORTA-GUINARDÓ,0.0,Home,Positiu per ELISA,2,row-kxex-q97f~3sbp
2020-04-21T00:00:00.000,14.0,BERGUEDA,8022.0,BERGA,,No classificat,0.0,Home,Positiu per ELISA,1,row-33t5-c8af~ynit
2021-02-02T00:00:00.000,6.0,ANOIA,8102.0,IGUALADA,,No classificat,0.0,Home,Positiu per ELISA,1,row-k7i6_k78r_56hg
2021-02-24T00:00:00.000,11.0,BAIX LLOBREGAT,8196.0,SANT ANDREU DE LA BARCA,,No classificat,1.0,Dona,PCR probable,2,row-68ki~veij-wykc
2021-02-23T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,1.0,Dona,Positiu per ELISA,1,row-twyz~mpnh.wygf
2021-01-12T00:00:00.000,11.0,BAIX LLOBREGAT,8301.0,VILADECANS,,No classificat,0.0,Home,PCR probable,1,row-iy4h_5xh8-cpd3
2020-10-28T00:00:00.000,11.0,BAIX LLOBREGAT,8020.0,BEGUES,,No classificat,0.0,Home,Positiu per ELISA,1,row-ush4.i5m5~mt45
2020-08-21T00:00:00.000,40.0,VALLES OCCIDENTAL,8266.0,CERDANYOLA DEL VALLÈS,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-95gh~xssx-2yyg
2020-12-19T00:00:00.000,27.0,PLA D'URGELL,25137.0,MOLLERUSSA,,No classificat,1.0,Dona,Positiu per ELISA,1,row-nn6r_zyky-jbm4
2020-05-07T00:00:00.000,11.0,BAIX LLOBREGAT,8123.0,MOLINS DE REI,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-mgks~pv69~q8si
2020-10-04T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Positiu per Test Ràpid,12,row-n2nf_jnhv_7cgy
2020-05-26T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,8.0,NOU BARRIS,0.0,Home,Positiu per ELISA,5,row-pkmx_ga6i.ab78
2020-04-25T00:00:00.000,41.0,VALLES ORIENTAL,8159.0,PARETS DEL VALLÈS,,No classificat,0.0,Home,Positiu per ELISA,2,row-h84a.kffv.ubcf
2020-06-25T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,1,row-an8w~a69s.vges
2020-06-05T00:00:00.000,34.0,SELVA,17180.0,SANTA COLOMA DE FARNERS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-fqdk_xe9i~y3cn
2020-04-24T00:00:00.000,8.0,BAIX CAMP,43038.0,CAMBRILS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-apt6~8sz7-wi7k
2020-07-31T00:00:00.000,7.0,BAGES,8113.0,MANRESA,,No classificat,1.0,Dona,Positiu per ELISA,2,row-gytj~wzjh~aexz
2021-01-19T00:00:00.000,11.0,BAIX LLOBREGAT,8020.0,BEGUES,,No classificat,1.0,Dona,PCR probable,1,row-sp45-z9ny.8hr6
2020-12-10T00:00:00.000,40.0,VALLES OCCIDENTAL,8205.0,SANT CUGAT DEL VALLÈS,,No classificat,0.0,Home,Epidemiològic,2,row-jnx8_b3dc-jamg
2020-10-14T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,7.0,HORTA-GUINARDÓ,1.0,Dona,PCR probable,1,row-9nwp_ddq6~4ax8
2020-05-12T00:00:00.000,41.0,VALLES ORIENTAL,8046.0,CARDEDEU,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-szju-a6vc_m5ih
2020-04-23T00:00:00.000,11.0,BAIX LLOBREGAT,8114.0,MARTORELL,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-7pxq_feap_gpm7
2020-08-14T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,0.0,Home,Positiu per ELISA,2,row-qyex.f98t~jeia
2020-08-13T00:00:00.000,11.0,BAIX LLOBREGAT,8123.0,MOLINS DE REI,,No classificat,0.0,Home,Epidemiològic,1,row-geis~neab_pivz
2020-07-24T00:00:00.000,41.0,VALLES ORIENTAL,8096.0,GRANOLLERS,,No classificat,1.0,Dona,Positiu per Test Ràpid,3,row-ituv-v74i_g5wj
2020-07-24T00:00:00.000,6.0,ANOIA,8302.0,VILANOVA DEL CAMÍ,,No classificat,0.0,Home,Positiu per Test Ràpid,2,row-6swe.f2vn_gb3f
2020-04-16T00:00:00.000,11.0,BAIX LLOBREGAT,8077.0,ESPLUGUES DE LLOBREGAT,,No classificat,0.0,Home,Positiu per ELISA,1,row-iepq_k2bz_unqg
2021-01-16T00:00:00.000,11.0,BAIX LLOBREGAT,8056.0,CASTELLDEFELS,,No classificat,1.0,Dona,PCR probable,1,row-kr4r~5fxb_ebq5
2021-01-28T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,7.0,HORTA-GUINARDÓ,1.0,Dona,PCR probable,1,row-gapw~z47n_637c
2020-08-25T00:00:00.000,40.0,VALLES OCCIDENTAL,8187.0,SABADELL,,No classificat,1.0,Dona,Positiu per Test Ràpid,5,row-7vm3.55z2-ybbd
2020-05-05T00:00:00.000,11.0,BAIX LLOBREGAT,8089.0,GAVÀ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-s765-aczi_4epj
2020-09-14T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,6.0,GRÀCIA,1.0,Dona,Positiu per ELISA,9,row-ewgg~fbwj~ctig
2020-04-27T00:00:00.000,39.0,VALL D'ARAN,25243.0,VIELHA E MIJARAN,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-jgja.mbas_r7a4
2020-04-25T00:00:00.000,7.0,BAGES,8274.0,SÚRIA,,No classificat,1.0,Dona,Positiu per ELISA,2,row-krup-qw37~k8h9
2020-10-26T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,0.0,Home,PCR probable,1,row-qcrz-ubkf.k3k9
2021-01-13T00:00:00.000,31.0,RIPOLLES,17167.0,SANT JOAN DE LES ABADESSES,,No classificat,1.0,Dona,Positiu per ELISA,1,row-ixnv_j2e5_urik
2021-01-29T00:00:00.000,11.0,BAIX LLOBREGAT,8056.0,CASTELLDEFELS,,No classificat,0.0,Home,PCR probable,4,row-t7qa_j47b.mka6
2020-08-17T00:00:00.000,20.0,GIRONES,17079.0,GIRONA,,No classificat,1.0,Dona,Positiu per ELISA,1,row-5xw3_tnpn-2m7j
2021-01-12T00:00:00.000,34.0,SELVA,17023.0,BLANES,,No classificat,1.0,Dona,PCR probable,1,row-umce.me4y-d8hx
2021-01-09T00:00:00.000,13.0,BARCELONES,8015.0,BADALONA,,No classificat,1.0,Dona,Positiu per ELISA,1,row-nkee_qana_nzhm
2020-12-18T00:00:00.000,6.0,ANOIA,8143.0,ÒDENA,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-dg56~3r3q~tt6a
2020-12-17T00:00:00.000,34.0,SELVA,17213.0,VIDRERES,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-k3jp.grm8_tqr5
2020-12-17T00:00:00.000,11.0,BAIX LLOBREGAT,8211.0,SANT FELIU DE LLOBREGAT,,No classificat,0.0,Home,Positiu per ELISA,2,row-vy7e.4gyq_rxzm
2020-05-13T00:00:00.000,40.0,VALLES OCCIDENTAL,8205.0,SANT CUGAT DEL VALLÈS,,No classificat,1.0,Dona,Positiu per ELISA,1,row-i3dq-ruim-tq3y
2020-09-30T00:00:00.000,36.0,TARRAGONES,43905.0,SALOU,,No classificat,1.0,Dona,PCR probable,1,row-mq73_yrim-jj4u
2020-05-27T00:00:00.000,40.0,VALLES OCCIDENTAL,8205.0,SANT CUGAT DEL VALLÈS,,No classificat,1.0,Dona,Positiu per ELISA,5,row-aghr-annc.v5tb
2021-02-11T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,4.0,LES CORTS,1.0,Dona,PCR probable,1,row-j8hz_ub6r~ehqf
2020-04-28T00:00:00.000,21.0,MARESME,8110.0,MALGRAT DE MAR,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-v2v6.b52j~6p4g
2021-02-19T00:00:00.000,15.0,CERDANYA,17069.0,FONTANALS DE CERDANYA,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-nhsv.66iv~cxp6
2020-12-18T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,1.0,CIUTAT VELLA,1.0,Dona,PCR probable,1,row-ejwp-8g4j~7x6z
2020-12-09T00:00:00.000,40.0,VALLES OCCIDENTAL,8184.0,RUBÍ,,No classificat,1.0,Dona,Epidemiològic,1,row-wr7e_gpnr~v9n8
2020-07-13T00:00:00.000,13.0,BARCELONES,8015.0,BADALONA,,No classificat,1.0,Dona,Positiu per Test Ràpid,11,row-m9pm.5yet-652r
2020-04-27T00:00:00.000,21.0,MARESME,8155.0,PALAFOLLS,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-8vmm~2a5w-jket
2020-04-17T00:00:00.000,34.0,SELVA,17193.0,SILS,,No classificat,1.0,Dona,Positiu per Test Ràpid,5,row-bc5e~pk9r_wwgp
2020-10-23T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,0.0,Home,PCR probable,6,row-km2q-aepw-7yut
2020-10-23T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Positiu per ELISA,1,row-r9pu-ecm6.9tce
2020-05-27T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,0.0,Home,Positiu per ELISA,11,row-tyjq_9da3_jjqd
2020-05-27T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,0.0,Home,Positiu per ELISA,10,row-c5n6~hm77_hfnc
2020-05-29T00:00:00.000,11.0,BAIX LLOBREGAT,8200.0,SANT BOI DE LLOBREGAT,,No classificat,1.0,Dona,PCR probable,1,row-awnp-424e~3wyi
2020-07-21T00:00:00.000,21.0,MARESME,8121.0,MATARÓ,,No classificat,0.0,Home,Positiu per Test Ràpid,4,row-86ri_22zi~a2dh
2020-04-28T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,10.0,SANT MARTÍ,1.0,Dona,Epidemiològic,6,row-62q7_9nq6_qyu2
2020-08-17T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,9.0,SANT ANDREU,1.0,Dona,Positiu per Test Ràpid,1,row-avpc.65mp.xjy7
2020-09-25T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,1.0,Dona,PCR probable,3,row-vzdt-42n9_s2ge
2020-08-13T00:00:00.000,8.0,BAIX CAMP,43092.0,MONT-ROIG DEL CAMP,,No classificat,0.0,Home,Positiu per ELISA,1,row-4x5n.p3ip-bhb4
2020-10-23T00:00:00.000,8.0,BAIX CAMP,43123.0,REUS,,No classificat,0.0,Home,PCR probable,1,row-56wb~druz.rzv8
2020-07-30T00:00:00.000,41.0,VALLES ORIENTAL,8259.0,SANTA MARIA DE PALAUTORDERA,,No classificat,0.0,Home,Epidemiològic,1,row-bkqb.b335.mj6v
2020-07-20T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,6.0,GRÀCIA,0.0,Home,Positiu per Test Ràpid,1,row-gmgx~mbqf.xnkh
2020-07-20T00:00:00.000,40.0,VALLES OCCIDENTAL,8180.0,RIPOLLET,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-yzvh-9e5z.c96a
2020-07-20T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,3.0,SANTS-MONTJUÏC,0.0,Home,Positiu per Test Ràpid,4,row-cnhu~3yas.gxme
2020-07-20T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,9.0,SANT ANDREU,1.0,Dona,Positiu per Test Ràpid,5,row-6tv5~6va3_g9sn
2020-05-06T00:00:00.000,11.0,BAIX LLOBREGAT,8217.0,SANT JOAN DESPÍ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-kzu6-6dar-rceb
2020-04-27T00:00:00.000,28.0,PLA DE L'ESTANY,17015.0,BANYOLES,,No classificat,1.0,Dona,Positiu per Test Ràpid,9,row-akgi-ejst-sjt8
2020-04-23T00:00:00.000,39.0,VALL D'ARAN,25243.0,VIELHA E MIJARAN,,No classificat,0.0,Home,Positiu per ELISA,2,row-7b6p.wi47~38r9
2020-04-23T00:00:00.000,11.0,BAIX LLOBREGAT,8211.0,SANT FELIU DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per ELISA,2,row-cc5c~e438-zfpu
2020-05-03T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,2.0,EIXAMPLE,0.0,Home,Epidemiològic,1,row-6ki9.mrzg.zspj
2021-01-05T00:00:00.000,24.0,OSONA,8278.0,TARADELL,,No classificat,1.0,Dona,Positiu per Test Ràpid,1,row-hwpy-ejxq-kvce
2020-07-15T00:00:00.000,6.0,ANOIA,8250.0,SANTA MARGARIDA DE MONTBUI,,No classificat,0.0,Home,Positiu per Test Ràpid,3,row-agma~xy6w~5fr4
2020-05-13T00:00:00.000,11.0,BAIX LLOBREGAT,8263.0,SANT VICENÇ DELS HORTS,,No classificat,0.0,Home,Positiu per Test Ràpid,1,row-dp4x-bdsf~x6sc
2020-10-28T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,5.0,SARRIÀ-SANT GERVASI,0.0,Home,PCR probable,1,row-m99k_uxgc.u3ja
2020-09-20T00:00:00.000,11.0,BAIX LLOBREGAT,8157.0,PALLEJÀ,,No classificat,1.0,Dona,Positiu per ELISA,1,row-fwcf-xm3w~nc4w
2020-07-16T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,9.0,SANT ANDREU,0.0,Home,Positiu per Test Ràpid,10,row-au5m-egyf.qpud
2020-09-16T00:00:00.000,11.0,BAIX LLOBREGAT,8073.0,CORNELLÀ DE LLOBREGAT,,No classificat,1.0,Dona,PCR probable,1,row-uz6a.rgik.qska
2020-07-16T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,0.0,Home,Positiu per Test Ràpid,2,row-t5cc_izry~25z5
2020-07-16T00:00:00.000,13.0,BARCELONES,8019.0,BARCELONA,5.0,SARRIÀ-SANT GERVASI,1.0,Dona,Positiu per ELISA,1,row-mmms~iwi5_cx6q
2020-09-07T00:00:00.000,13.0,BARCELONES,8101.0,L'HOSPITALET DE LLOBREGAT,,No classificat,1.0,Dona,Positiu per Test Ràpid,2,row-4pak-eyfg~b55v
2020-10-09T00:00:00.000,40.0,VALLES OCCIDENTAL,8279.0,TERRASSA,,No classificat,0.0,Home,Positiu per ELISA,1,row-yi6i~bgc3~g8sa
2020-12-18T00:00:00.000,6.0,ANOIA,8143.0,ÒDENA,,No classificat,0.0,Home,Positiu per Test Ràpid,8,row-vcrq-xc8e~jm2z
